DateTime,Platinum,Gold,Silver,Palladium,Rhodium,Iridium,Ruthenium
2021-05-20 00:00:00,1210,1874,24.6,2876,28747,6749,895
2021-05-21 00:00:00,1204,1880,27.65,2815,27747,6750,942
2021-05-25 00:00:00,1196,1888,28.7,2762,23949,6650,943
2021-05-26 00:00:00,1202,1909,26.95,2760,22950,6651,893
2021-05-27 00:00:00,1181,1902,27.65,2812,24447,6551,895
2021-05-28 00:00:00,1190,1896,28.6,2820,26950,6551,892
2021-05-31 00:00:00,1197,1908,25.0,2847,26450,6547,896
2021-06-01 00:00:00,1202,1903,30.2,2852,25750,6550,893
2021-06-02 00:00:00,1198,1910,25.95,2861,25548,6552,892
2021-06-04 00:00:00,1168,1896,29.8,2837,23450,6549,843
2021-06-07 00:00:00,1179,1895,24.75,2842,23447,6550,846
2021-06-08 00:00:00,1164,1888,27.55,2799,22949,6550,819
2021-06-09 00:00:00,1170,1895,25.6,2806,21947,6551,819
2021-06-10 00:00:00,1151,1898,27.92,2772,22949,6549,821
2021-06-11 00:00:00,1162,1889,30.1,2807,23450,6249,817
2021-06-14 00:00:00,1177,1867,26.78,2768,25448,6252,822
2021-06-15 00:00:00,1165,1869,29.8,2762,25447,6250,795
2021-06-16 00:00:00,1159,1863,29.81,2809,25448,6249,793
2021-06-17 00:00:00,1102,1790,28.4,2628,23197,6248,792
2021-06-18 00:00:00,1075,1780,27.3,2561,21702,6251,797
2021-06-21 00:00:00,1037,1777,26.8,2558,20701,6247,796
2021-06-22 00:00:00,1067,1786,27.9,2575,20700,6252,793
2021-06-23 00:00:00,1085,1789,27.0,2628,20198,6248,797
2021-06-24 00:00:00,1102,1783,26.0,2639,19947,6148,794
2021-06-25 00:00:00,1112,1783,28.3,2650,19952,6151,796
2021-06-28 00:00:00,1115,1784,23.2,2679,20702,6149,792
2021-06-29 00:00:00,1082,1763,22.8,2674,21699,6151,796
2021-06-30 00:00:00,1070,1770,23.95,2726,21699,6147,796
2021-07-01 00:00:00,1098,1778,26.3,2789,20949,6150,793
2021-07-02 00:00:00,1090,1789,23.35,2782,19948,6149,792
2021-07-05 00:00:00,1113,1789,26.5,2822,19950,6152,794
2021-07-06 00:00:00,1108,1815,27.45,2844,19952,6151,795
2021-07-07 00:00:00,1097,1806,26.35,2847,19350,6148,797
2021-07-08 00:00:00,1079,1809,24.05,2826,18950,6149,795
2021-07-09 00:00:00,1097,1812,26.05,2808,18449,6147,793
2021-07-12 00:00:00,1121,1807,23.05,2852,19948,6150,797
2021-07-13 00:00:00,1118,1810,23.05,2852,21051,6149,795
2021-07-14 00:00:00,1138,1832,28.35,2832,21052,6147,793
2021-07-15 00:00:00,1140,1829,23.25,2786,21050,6149,796
2021-07-16 00:00:00,1125,1824,28.15,2659,20752,6151,796
2021-07-19 00:00:00,1093,1813,24.3,2605,20247,5951,793
2021-07-20 00:00:00,1082,1817,26.15,2622,20252,5948,794
2021-07-21 00:00:00,1079,1812,24.15,2657,20247,5948,795
2021-07-22 00:00:00,1084,1807,22.15,2688,20052,5948,793
2021-07-23 00:00:00,1058,1800,27.1,2700,20050,5947,792
2021-07-26 00:00:00,1078,1812,23.35,2702,20048,5952,796
2021-07-27 00:00:00,1062,1807,26.85,2629,19852,5847,792
2021-07-28 00:00:00,1057,1802,23.75,2612,19850,5848,792
2021-07-29 00:00:00,1078,1826,24.55,2676,19851,5849,795
2021-07-30 00:00:00,1049,1828,26.45,2664,19847,5847,792
